Customer ID,Year,Frequency,Monetary_Value,Province,Best_Selling_Product,Market_Group,FirstPurchaseRevenue,CAC,ProfitCLV
12463,2011,4,1200.78,Belgium,DOLLY GIRL LUNCH BOX,Home & Kitchen,350.57,70.114,576.6605999999999
12464,2011,8,957.05,Belgium,BREAD BIN DINER STYLE RED ,Seasonal & Gifts,213.89999999999998,42.78,214.96720000000002
12465,2011,2,682.1899999999999,Belgium,POLKADOT PEN,Stationery & Office,440.94,88.188,646.7063
12468,2011,2,657.54,Germany,MINI PAINT SET VINTAGE ,Decorations & Craft,220.59,44.118,664.2218999999999
12471,2010,40,18034.99,Germany,BIG DOUGHNUT FRIDGE MAGNETS,Seasonal & Gifts,1982.41,396.482,706.6709000000001
12471,2011,24,14125.69,Germany,FUNKY DIVA PEN,Stationery & Office,753.4499999999999,150.69,1117.3938
12472,2010,12,9230.05,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,1631.3,326.26,1555.6659
12472,2011,6,4544.81,Germany,GUMBALL COAT RACK,Home & Kitchen,825.36,165.072,1466.9049
12473,2011,3,2585.73,Germany,CHRISTMAS TREE PAINTED ZINC ,Seasonal & Gifts,672.1899999999999,134.438,1722.5601000000001
12474,2011,18,6694.09,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,47.5,9.5,791.751
12475,2011,1,669.38,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,723.38,144.67600000000002,1297.5133
12476,2010,8,6433.9400000000005,Germany,LIPSTICK PEN RED,Stationery & Office,12.45,2.49,1965.2457
12476,2011,10,5885.97,Germany,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,549.58,109.91600000000001,1158.2251
12477,2011,6,13219.74,Germany,3 HOOK HANGER MAGIC GARDEN,Home & Kitchen,2355.9500000000003,471.19000000000005,4275.8315
12480,2011,4,2885.63,Germany,SPACEBOY LUNCH BOX ,Home & Kitchen,816.25,163.25,1391.0333
12481,2010,6,6695.03,Germany,BOX OF 24 COCKTAIL PARASOLS,Home & Kitchen,159.38,31.876,2698.2394
12481,2011,8,4338.48,Germany,PLASTERS IN TIN CIRCUS PARADE ,Home & Kitchen,603.09,120.61800000000001,1047.7971
12483,2011,8,1910.98,Sweden,GUMBALL COAT RACK,Home & Kitchen,547.56,109.512,405.1424
12484,2011,4,3939.32,Spain,GROW A FLYTRAP OR SUNFLOWER IN TIN,Home & Kitchen,1138.67,227.73400000000004,1894.0971
12488,2011,3,1244.66,France,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,553.39,110.678,783.2016
12490,2011,10,4859.93,France,RABBIT NIGHT LIGHT,Home & Kitchen,864.22,172.84400000000002,874.2351999999998
12492,2011,2,227.21,Germany,WRAP 50'S  CHRISTMAS,Seasonal & Gifts,126.39000000000001,25.278000000000006,219.4857
12493,2011,2,379.74,France,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,232.5,46.5,362.5778
12494,2010,4,523.72,France,PACK OF 12 SUKI TISSUES ,Seasonal & Gifts,57.6,11.520000000000001,308.82570000000004
12494,2011,5,1039.55,France,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,250.0,50.0,397.9452
12497,2011,1,953.1,Germany,BLUE POLKADOT WRAP,Seasonal & Gifts,1043.1,208.62,1844.8483
12498,2011,3,349.70000000000005,Germany,LUNCH BAG CARS BLUE,Toys & Games,247.25,49.45,201.6947
12500,2011,11,4059.82,Germany,PACK OF 6 BIRDY GIFT TAGS,Seasonal & Gifts,344.94,68.988,726.1886
12502,2011,5,2995.87,Spain,FUNKY DIVA PEN,Stationery & Office,617.25,123.45,1167.4794
12504,2011,2,428.05,Germany,SET/10 BLUE POLKADOT PARTY CANDLES,Seasonal & Gifts,449.4,89.88,371.2401
12507,2011,3,1052.81,Spain,SET 40 HEART SHAPE PETIT FOUR CASES,Seasonal & Gifts,446.16,89.23200000000001,666.8664
12508,2011,2,397.88,France,LOVEBIRD HANGING DECORATION WHITE ,Seasonal & Gifts,275.19,55.038000000000004,373.58119999999997
12510,2011,2,814.5699999999999,Spain,BLACK RECORD COVER FRAME,Home & Kitchen,681.05,136.21,741.2917
12512,2011,2,132.18,Israel,WRAP ENGLISH ROSE ,Seasonal & Gifts,122.33,24.466,117.92589999999998
12514,2011,1,1017.68,Italy,BIG DOUGHNUT FRIDGE MAGNETS,Seasonal & Gifts,1017.68,203.536,1989.0709000000002
12516,2011,2,1186.06,Germany,CHRISTMAS METAL TAGS ASSORTED ,Seasonal & Gifts,583.2,116.64000000000001,1161.0520999999999
12517,2011,4,2301.6,Germany,RED RETROSPOT CUP,Home & Kitchen,766.95,153.39000000000001,1086.318
12518,2011,5,1840.89,Germany,WRAP DOLLY GIRL,Seasonal & Gifts,324.83,64.966,728.279
12519,2011,1,276.84,Germany,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery & Office,340.84,68.16799999999999,528.2879
12520,2011,5,2346.26,Germany,"FEATHER PEN,HOT PINK",Stationery & Office,987.42,197.484,813.5264999999999
12522,2011,2,156.72,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,89.4,17.880000000000003,150.9478
12523,2011,11,1699.77,France,WRAP  VINTAGE DOILY ,Seasonal & Gifts,102.95,20.590000000000003,312.33540000000005
12524,2011,8,3945.72,Germany,PACK OF 12 RED APPLE TISSUES,Seasonal & Gifts,337.39,67.478,995.1611000000001
12526,2011,3,1172.66,Germany,MAGIC DRAWING SLATE CIRCUS PARADE  ,Toys & Games,520.3,104.06,738.1113
12527,2011,3,330.71000000000004,Germany,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,132.52,26.504000000000005,211.00259999999997
12528,2011,6,1645.48,Germany,WRAP PINK FAIRY CAKES ,Seasonal & Gifts,493.53000000000003,98.70600000000002,492.1626
12530,2011,4,1500.28,Germany,STAR DECORATION PAINTED ZINC ,Seasonal & Gifts,387.40000000000003,77.48000000000002,730.614
12531,2011,1,125.22,Germany,POCKET MIRROR WOODLAND,Home & Kitchen,125.22,25.044,244.7444
12535,2011,2,716.35,France,CLOTHES PEGS RETROSPOT PACK 24 ,Home & Kitchen,371.45,74.29,697.4034
12538,2011,1,363.95,Spain,LIPSTICK PEN FUSCHIA,Stationery & Office,363.95,72.79,711.3458
12539,2011,4,5568.35,Spain,JAM MAKING SET PRINTED,Decorations & Craft,1715.85,343.17,2656.1034999999997
12540,2010,15,8082.66,Spain,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,881.01,176.202,1142.1846
12540,2011,16,10839.23,Spain,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1147.1799999999998,229.43599999999998,1230.1443000000002
12541,2011,3,841.18,Spain,SET/20 RED RETROSPOT PAPER NAPKINS ,Stationery & Office,312.4,62.48,541.6315999999999
12545,2011,2,832.39,Spain,PINK PAISLEY SQUARE TISSUE BOX ,Home & Kitchen,628.15,125.63,771.0684
12546,2011,2,1021.5,Spain,HANGING WOOD AND FELT FLOWER,Decorations & Craft,760.2,152.04000000000002,948.3786
12547,2011,2,151.79999999999998,Spain,PARTY CONES CANDY ASSORTED,Seasonal & Gifts,159.4,31.880000000000003,131.64770000000001
12553,2011,10,3278.28,France,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,700.31,140.06199999999998,566.2484
12556,2011,2,599.56,Spain,CARD MOTORBIKE SANTA,Seasonal & Gifts,312.9,62.58,583.3004999999999
12557,2010,3,4772.54,Spain,BLUE 3 PIECE MINI DOTS CUTLERY SET,Seasonal & Gifts,620.0,124.0,3768.3158
12557,2011,4,11370.96,Spain,CHILDRENS CUTLERY POLKADOT PINK,Stationery & Office,3417.1200000000003,683.4240000000001,5441.3021
12559,2011,2,525.71,Germany,CHILDREN'S APRON DOLLY GIRL ,Home & Kitchen,486.11,97.22200000000001,469.10310000000004
12560,2011,2,1918.01,Germany,POLKADOT PEN,Stationery & Office,1292.31,258.462,1807.7287000000001
12562,2011,7,3385.74,France,RABBIT NIGHT LIGHT,Home & Kitchen,444.96000000000004,88.99200000000002,953.0976
12567,2010,7,3858.58,France,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,1526.92,305.384,1043.2969
12567,2011,8,6882.9,France,MINI PAINT SET VINTAGE ,Decorations & Craft,1236.73,247.346,1606.318
12569,2011,32,3152.69,Germany,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,348.68,69.736,142.5303
12571,2011,2,519.61,France,MINI PAINT SET VINTAGE ,Decorations & Craft,248.35,49.67,510.08379999999994
12572,2011,2,912.42,Germany,SAVE THE PLANET MUG,Home & Kitchen,532.74,106.548,876.3633
12573,2011,1,160.54000000000002,France,"ELEPHANT, BIRTHDAY CARD, ",Seasonal & Gifts,160.54000000000002,32.108000000000004,313.7778
12576,2011,5,1315.83,Poland,LARGE CHINESE STYLE SCISSOR,Stationery & Office,266.85,53.370000000000005,513.6251
12577,2010,5,975.84,France,FUNKY DIVA PEN,Stationery & Office,195.89,39.178,438.3385
12577,2011,2,426.76,France,DOUGHNUT LIP GLOSS ,Seasonal & Gifts,327.89,65.578,394.15239999999994
12578,2011,2,2402.51,Italy,MINI PAINT SET VINTAGE ,Decorations & Craft,1608.66,321.732,2266.39
12580,2011,1,379.7,Germany,MINI FUNKY DESIGN TAPES,Stationery & Office,415.7,83.14,734.9294
12582,2011,2,351.36,Finland,BLUE POLKADOT BEAKER ,Seasonal & Gifts,205.16,41.032000000000004,337.4732
12583,2010,12,5844.62,France,MINI PAINT SET VINTAGE ,Decorations & Craft,855.86,171.17200000000003,1020.4947
12583,2011,14,5903.52,France,MINI PAINT SET VINTAGE ,Decorations & Craft,730.16,146.032,762.4839
12584,2011,9,2254.15,Italy,SET OF 3 CAKE TINS PANTRY DESIGN ,Home & Kitchen,463.63,92.726,446.8962
12585,2010,1,1154.85,Germany,BIRTHDAY BANQUET GIFT WRAP,Seasonal & Gifts,1262.85,252.57,2572.9950999999996
12585,2011,1,669.25,Germany,MULTI COLOUR SILVER T-LIGHT HOLDER,Home & Kitchen,777.25,155.45000000000002,1286.4592
12586,2011,1,196.94000000000003,Italy,TEATIME ROUND PENCIL SHARPENER ,Stationery & Office,196.94000000000003,39.388000000000005,384.9222
12588,2011,1,174.89999999999998,Finland,LARGE HEART MEASURING SPOONS,Seasonal & Gifts,214.89999999999998,42.98,333.8447
12589,2011,2,574.68,France,CERAMIC STRAWBERRY CAKE MONEY BANK,Seasonal & Gifts,131.5,26.3,592.7784
12591,2011,1,368.85,Italy,72 SWEETHEART FAIRY CAKE CASES,Seasonal & Gifts,452.84999999999997,90.57,704.1229000000001
12592,2011,2,401.6,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,231.8,46.36000000000001,386.2666
12593,2011,3,382.1,France,LUNCH BAG WOODLAND,Seasonal & Gifts,236.0,47.2,227.2135
12594,2011,9,3208.2200000000003,Italy,SCOTTIE DOGS BABY BIB,Seasonal & Gifts,341.0,68.2,699.8176
12596,2011,2,450.27,Spain,SMALL CERAMIC TOP STORAGE JAR ,Home & Kitchen,269.95,53.99,431.06669999999997
12597,2011,4,3195.22,Spain,CHRISTMAS MUSICAL ZINC STAR,Seasonal & Gifts,516.15,103.23,1617.8074
12598,2011,7,2807.08,France,CHARLOTTE BAG APPLES DESIGN,Garden & Outdoor,720.86,144.172,719.8131
12599,2011,7,888.58,France,SET/6 RED SPOTTY PAPER CUPS,Home & Kitchen,201.86,40.37200000000001,233.1221
12600,2010,10,1933.72,Germany,EDWARDIAN PARASOL RED,Seasonal & Gifts,76.5,15.3,457.8222
12600,2011,8,2072.24,Germany,RED RETROSPOT UMBRELLA,Garden & Outdoor,427.94000000000005,85.58800000000002,472.4959999999999
12601,2011,5,487.06,Germany,JAM MAKING SET PRINTED,Decorations & Craft,144.26,28.852,181.0236
12604,2011,2,236.18,France,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,178.5,35.7,218.7267
12609,2011,3,964.85,Germany,BLUE POLKADOT BEAKER ,Seasonal & Gifts,287.93,57.586000000000006,635.342
12610,2011,4,1747.54,Italy,CHRISTMAS GINGHAM STAR,Seasonal & Gifts,946.75,189.35000000000002,751.9253
12613,2011,4,3092.38,Germany,GUMBALL COAT RACK,Home & Kitchen,803.66,160.732,1504.9128
12615,2011,4,2093.19,France,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,634.74,126.94800000000001,1000.5043
12616,2011,2,641.3,France,12 PENCILS TALL TUBE RED RETROSPOT,Stationery & Office,255.6,51.120000000000005,639.7253
12619,2011,8,2945.56,Germany,SET OF 12 FAIRY CAKE BAKING CASES,Seasonal & Gifts,205.98,41.196,752.0857
12620,2011,3,1303.41,France,RED POLKADOT BEAKER ,Seasonal & Gifts,561.66,112.332,823.7402
12621,2010,17,10925.18,Germany,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,464.61,92.92200000000001,1479.4648
12621,2011,18,11172.02,Germany,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,642.29,128.458,1208.7801
12623,2011,1,269.1,Germany,WRAP RED APPLES ,Seasonal & Gifts,305.1,61.02000000000001,518.76
12624,2011,2,569.13,France,BAG 125g SWIRLY MARBLES,Toys & Games,299.94,59.988,553.1116
12625,2011,2,2413.82,Germany,PACK 3 BOXES BIRD PANNETONE ,Home & Kitchen,1716.62,343.324,2256.9818
12626,2011,9,5954.48,Germany,ROUND SNACK BOXES SET OF4 WOODLAND ,Home & Kitchen,1096.0,219.20000000000002,1206.2463
12627,2011,6,4082.53,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,768.02,153.604,1312.3748
12628,2011,3,732.46,Germany,DOUGHNUT LIP GLOSS ,Seasonal & Gifts,333.64,66.728,459.30400000000003
12630,2011,2,1030.88,Finland,CINAMMON SET OF 9 T-LIGHTS,Home & Kitchen,701.79,140.358,970.1652000000001
12631,2011,1,480.5,Finland,PACK OF 72 RETROSPOT CAKE CASES,Garden & Outdoor,640.5,128.1,907.1445
12633,2011,4,1929.98,Germany,COLOURING PENCILS BROWN TUBE,Stationery & Office,1012.82,202.56400000000002,836.9786999999999
12635,2011,2,1509.18,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,683.64,136.728,1489.0475
12637,2011,8,5804.9,France,MINI PAINT SET VINTAGE ,Decorations & Craft,1516.68,303.336,1260.0071
12638,2011,1,511.69,Sweden,HYACINTH BULB T-LIGHT CANDLES,Home & Kitchen,671.69,134.33800000000002,968.1058
12639,2011,1,366.1,Sweden,SET/10 BLUE POLKADOT PARTY CANDLES,Seasonal & Gifts,486.1,97.22000000000001,691.548
12640,2011,3,994.58,France,BOX OF 6 MINI 50'S CRACKERS,Home & Kitchen,764.59,152.918,561.3613
12642,2011,3,905.26,Germany,6 RIBBONS RUSTIC CHARM,Seasonal & Gifts,366.45,73.29,576.842
12643,2011,6,3041.64,France,MINI WOODEN HAPPY BIRTHDAY GARLAND,Seasonal & Gifts,871.1999999999999,174.24,917.9699
12644,2011,1,477.91,Germany,RED RETROSPOT TISSUE BOX,Home & Kitchen,477.91,95.58200000000001,934.0822999999999
12645,2011,4,1631.18,Germany,MINI PAINT SET VINTAGE ,Decorations & Craft,369.29999999999995,73.86,804.7405
12646,2011,2,1346.97,USA,SET 12 COLOURING PENCILS DOILY,Stationery & Office,731.6899999999999,146.338,1304.6956
12647,2010,27,11958.33,Germany,BLACK RETRODISC LAMPSHADE,Home & Kitchen,286.5,57.300000000000004,1026.3437000000001
12647,2011,8,2151.22,Germany,LUNCH BOX WITH CUTLERY RETROSPOT ,Home & Kitchen,464.7,92.94,486.41450000000003
12648,2011,1,300.05,Germany,BLUE POLKADOT PLATE ,Home & Kitchen,318.05,63.61000000000001,582.8522
12649,2011,3,569.51,Germany,PIECE OF CAMO STATIONERY SET,Seasonal & Gifts,375.0,75.0,334.006
12651,2011,1,114.0,France,CUTE CATS TAPE,Stationery & Office,114.0,22.8,222.8147
12652,2011,1,793.98,France,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,919.98,183.996,1526.6459
12653,2011,2,2209.85,Israel,DOILEY STORAGE TIN,Home & Kitchen,779.1,155.82000000000002,2224.7574999999997
