Customer ID,Year,Frequency,Monetary_Value,Province,Best_Selling_Product,Market_Group,Predicted_Purchases,Predicted_Monetary_Value,Customer_State,Cluster_Label,FirstPurchaseRevenue,CAC,ProfitCLV
12428,2011,8,6405.26,Finland,CARD GINGHAM ROSE ,Stationery & Office,8.7276,821.5004,Active,2,1943.4,388.68000000000006,1336.3486
12429,2010,5,3591.51,Denmark,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,7.494,751.7593,Active,2,1281.5,256.3,1501.1655
12429,2011,3,2250.9,Denmark,FRENCH STYLE STORAGE JAR CAFE ,Home & Kitchen,4.1546,823.4158,Active,2,437.98,87.596,1528.9366
12431,2010,12,4493.72,Australia,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,11.0662,380.8061,Active,2,358.25,71.65,844.5801
12431,2011,13,5608.5,Australia,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,12.7684,438.0507,Active,2,384.68,76.936,852.5716
12432,2011,4,4359.32,Norway,RAIN PONCHO RETROSPOT,Garden & Outdoor,6.6188,1157.87,Active,0,2862.06,572.412,1775.6431
12433,2010,5,7205.39,Norway,PINK HEART SHAPE EGG FRYING PAN,Seasonal & Gifts,10.2519,1507.2249,Active,0,1919.1399999999999,383.828,3142.0496
12433,2011,5,9588.75,Norway,SMALL FOLDING SCISSOR(POINTED EDGE),Stationery & Office,12.6453,2005.4557,Active,0,2608.11,521.6220000000001,3610.1992
12434,2011,2,806.14,Australia,PARTY CONES CANDY ASSORTED,Seasonal & Gifts,2.3269,491.9263,Active,2,286.25,57.25,811.1704
12435,2011,2,7829.89,Denmark,RED  HARMONICA IN BOX ,Home & Kitchen,2.2925,4738.8773,Active,2,3978.9900000000002,795.7980000000001,7639.0099
12437,2011,18,4447.41,France,SET/6 RED SPOTTY PAPER CUPS,Home & Kitchen,16.9384,249.8404,Active,2,392.7,78.54,453.79389999999995
12438,2011,2,2466.85,Norway,HOUSE SHAPE PENCIL SHARPENER,Stationery & Office,3.9257,1496.0842,Active,0,890.0699999999999,178.014,2479.4186999999997
12444,2011,5,4085.46,Norway,BLUE STRIPE CERAMIC DRAWER KNOB,Seasonal & Gifts,8.2742,855.0173,Active,2,1870.2,374.04,1386.397
12445,2011,1,77.4,Spain,3 ROSE MORRIS BOXED CANDLES,Home & Kitchen,0.0,0.0,Active,0,133.4,26.680000000000003,140.0795
12449,2011,4,3596.29,Belgium,RETRO PLASTIC POLKA TRAY,Home & Kitchen,6.2869,955.433,Active,2,858.9300000000001,171.78600000000003,1765.2792
12450,2011,2,197.88,Spain,LUNCH BAG DOILEY PATTERN ,Seasonal & Gifts,1.7637,124.1383,Active,1,101.88,20.376,192.7917
12451,2011,5,8995.52,Switzerland,PLASTERS IN TIN WOODLAND ANIMALS,Home & Kitchen,5.016,1881.4436,Active,2,2919.5099999999998,583.9019999999999,3292.2946
12454,2011,1,3528.34,Spain,VANILLA SCENT CANDLE JEWELLED BOX,Home & Kitchen,0.0,0.0,Active,0,3528.34,705.6680000000001,6896.1936000000005
12455,2011,5,2339.86,Spain,HEART DECORATION PAINTED ZINC ,Seasonal & Gifts,5.3069,490.1074,Active,2,1683.9,336.78000000000003,671.4727
12456,2011,3,2581.04,Switzerland,CHRISTMAS METAL POSTCARD WITH BELLS,Seasonal & Gifts,3.7617,943.8884,Active,2,940.1700000000001,188.03400000000002,1665.5958999999998
12457,2011,6,2043.23,Switzerland,JUMBO BAG APPLES,Seasonal & Gifts,7.4715,353.5183,Active,2,669.25,133.85,599.8448999999999
12458,2011,2,787.4,Switzerland,DINOSAUR KEYRINGS ASSORTED,Seasonal & Gifts,2.2111,480.595,Active,2,441.92,88.38400000000001,759.8486
12462,2011,2,937.59,Spain,CHRISTMAS PUDDING TRINKET POT ,Seasonal & Gifts,2.1947,571.4083,Active,2,762.11,152.422,857.6039
12463,2011,4,1200.78,Belgium,DOLLY GIRL LUNCH BOX,Home & Kitchen,5.107,319.8881,Active,2,350.57,70.114,576.6605999999999
12464,2011,8,957.05,Belgium,BREAD BIN DINER STYLE RED ,Seasonal & Gifts,8.1668,123.208,Active,2,213.89999999999998,42.78,214.96720000000002
12465,2011,2,682.1899999999999,Belgium,POLKADOT PEN,Stationery & Office,3.4374,416.9792,Active,0,440.94,88.188,646.7063
12468,2011,2,657.54,Germany,MINI PAINT SET VINTAGE ,Decorations & Craft,1.6375,402.0744,Inactive,1,220.59,44.118,664.2218999999999
12471,2010,40,18034.99,Germany,BIG DOUGHNUT FRIDGE MAGNETS,Seasonal & Gifts,35.7424,452.9803,Active,2,1982.41,396.482,706.6709000000001
12471,2011,24,14125.69,Germany,FUNKY DIVA PEN,Stationery & Office,22.525,593.1958,Active,2,753.4499999999999,150.69,1117.3938
12472,2010,12,9230.05,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,11.741,781.8099,Active,2,1631.3,326.26,1555.6659
12472,2011,6,4544.81,Germany,GUMBALL COAT RACK,Home & Kitchen,6.0431,785.3986,Active,2,825.36,165.072,1466.9049
12473,2011,3,2585.73,Germany,CHRISTMAS TREE PAINTED ZINC ,Seasonal & Gifts,4.6354,945.5998,Active,0,672.1899999999999,134.438,1722.5601000000001
12474,2011,18,6694.09,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,16.9469,375.9398,Active,2,47.5,9.5,791.751
12475,2011,1,669.38,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,0.0,0.0,Active,0,723.38,144.67600000000002,1297.5133
12476,2010,8,6433.9400000000005,Germany,LIPSTICK PEN RED,Stationery & Office,14.1726,825.1763,Active,2,12.45,2.49,1965.2457
12476,2011,10,5885.97,Germany,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,10.0042,600.5591,Active,2,549.58,109.91600000000001,1158.2251
12477,2011,6,13219.74,Germany,3 HOOK HANGER MAGIC GARDEN,Home & Kitchen,6.3168,2283.0645,Active,2,2355.9500000000003,471.19000000000005,4275.8315
12480,2011,4,2885.63,Germany,SPACEBOY LUNCH BOX ,Home & Kitchen,3.9504,766.8901,Active,2,816.25,163.25,1391.0333
12481,2010,6,6695.03,Germany,BOX OF 24 COCKTAIL PARASOLS,Home & Kitchen,7.2237,1156.619,Active,2,159.38,31.876,2698.2394
12481,2011,8,4338.48,Germany,PLASTERS IN TIN CIRCUS PARADE ,Home & Kitchen,7.5825,556.603,Active,2,603.09,120.61800000000001,1047.7971
12483,2011,8,1910.98,Sweden,GUMBALL COAT RACK,Home & Kitchen,7.5527,245.4724,Active,2,547.56,109.512,405.1424
12484,2011,4,3939.32,Spain,GROW A FLYTRAP OR SUNFLOWER IN TIN,Home & Kitchen,3.9457,1046.4412,Active,2,1138.67,227.73400000000004,1894.0971
12488,2011,3,1244.66,France,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,8.6574,456.2252,Active,0,553.39,110.678,783.2016
12490,2011,10,4859.93,France,RABBIT NIGHT LIGHT,Home & Kitchen,9.5843,495.9432,Active,2,864.22,172.84400000000002,874.2351999999998
12492,2011,2,227.21,Germany,WRAP 50'S  CHRISTMAS,Seasonal & Gifts,4.1712,141.8729,Active,0,126.39000000000001,25.278000000000006,219.4857
12493,2011,2,379.74,France,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,1.7379,234.101,Active,1,232.5,46.5,362.5778
12494,2010,4,523.72,France,PACK OF 12 SUKI TISSUES ,Seasonal & Gifts,5.464,140.2595,Active,2,57.6,11.520000000000001,308.82570000000004
12494,2011,5,1039.55,France,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,5.415,218.2833,Active,2,250.0,50.0,397.9452
12497,2011,1,953.1,Germany,BLUE POLKADOT WRAP,Seasonal & Gifts,0.0,0.0,Active,0,1043.1,208.62,1844.8483
12498,2011,3,349.70000000000005,Germany,LUNCH BAG CARS BLUE,Toys & Games,9.8237,129.6422,Active,0,247.25,49.45,201.6947
12500,2011,11,4059.82,Germany,PACK OF 6 BIRDY GIFT TAGS,Seasonal & Gifts,10.3778,375.9528,Active,2,344.94,68.988,726.1886
12502,2011,5,2995.87,Spain,FUNKY DIVA PEN,Stationery & Office,5.0605,627.2433,Active,2,617.25,123.45,1167.4794
12504,2011,2,428.05,Germany,SET/10 BLUE POLKADOT PARTY CANDLES,Seasonal & Gifts,8.3024,263.312,Active,0,449.4,89.88,371.2401
12507,2011,3,1052.81,Spain,SET 40 HEART SHAPE PETIT FOUR CASES,Seasonal & Gifts,3.1072,386.2165,Active,2,446.16,89.23200000000001,666.8664
12508,2011,2,397.88,France,LOVEBIRD HANGING DECORATION WHITE ,Seasonal & Gifts,8.0387,245.0695,Active,0,275.19,55.038000000000004,373.58119999999997
12510,2011,2,814.5699999999999,Spain,BLACK RECORD COVER FRAME,Home & Kitchen,1.8238,497.0235,Active,2,681.05,136.21,741.2917
12512,2011,2,132.18,Israel,WRAP ENGLISH ROSE ,Seasonal & Gifts,4.6616,84.4125,Active,0,122.33,24.466,117.92589999999998
12514,2011,1,1017.68,Italy,BIG DOUGHNUT FRIDGE MAGNETS,Seasonal & Gifts,0.0,0.0,Inactive,1,1017.68,203.536,1989.0709000000002
12516,2011,2,1186.06,Germany,CHRISTMAS METAL TAGS ASSORTED ,Seasonal & Gifts,2.9785,721.6471,Active,0,583.2,116.64000000000001,1161.0520999999999
12517,2011,4,2301.6,Germany,RED RETROSPOT CUP,Home & Kitchen,6.1998,611.9431,Active,2,766.95,153.39000000000001,1086.318
12518,2011,5,1840.89,Germany,WRAP DOLLY GIRL,Seasonal & Gifts,11.2535,385.7999,Active,0,324.83,64.966,728.279
12519,2011,1,276.84,Germany,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery & Office,0.0,0.0,Active,0,340.84,68.16799999999999,528.2879
12520,2011,5,2346.26,Germany,"FEATHER PEN,HOT PINK",Stationery & Office,5.6295,491.4453,Active,2,987.42,197.484,813.5264999999999
12522,2011,2,156.72,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,6.2932,99.2507,Active,0,89.4,17.880000000000003,150.9478
12523,2011,11,1699.77,France,WRAP  VINTAGE DOILY ,Seasonal & Gifts,10.437,157.6239,Active,2,102.95,20.590000000000003,312.33540000000005
12524,2011,8,3945.72,Germany,PACK OF 12 RED APPLE TISSUES,Seasonal & Gifts,7.654,506.2633,Active,2,337.39,67.478,995.1611000000001
12526,2011,3,1172.66,Germany,MAGIC DRAWING SLATE CIRCUS PARADE  ,Toys & Games,7.7085,429.9514,Active,0,520.3,104.06,738.1113
12527,2011,3,330.71000000000004,Germany,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,3.0427,122.7125,Active,2,132.52,26.504000000000005,211.00259999999997
12528,2011,6,1645.48,Germany,WRAP PINK FAIRY CAKES ,Seasonal & Gifts,6.146,284.8497,Active,2,493.53000000000003,98.70600000000002,492.1626
12530,2011,4,1500.28,Germany,STAR DECORATION PAINTED ZINC ,Seasonal & Gifts,3.9113,399.3475,Active,2,387.40000000000003,77.48000000000002,730.614
12531,2011,1,125.22,Germany,POCKET MIRROR WOODLAND,Home & Kitchen,0.0,0.0,Active,0,125.22,25.044,244.7444
12535,2011,2,716.35,France,CLOTHES PEGS RETROSPOT PACK 24 ,Home & Kitchen,2.8147,437.6342,Active,0,371.45,74.29,697.4034
12538,2011,1,363.95,Spain,LIPSTICK PEN FUSCHIA,Stationery & Office,0.0,0.0,Active,0,363.95,72.79,711.3458
12539,2011,4,5568.35,Spain,JAM MAKING SET PRINTED,Decorations & Craft,3.9745,1478.6338,Active,2,1715.85,343.17,2656.1034999999997
12540,2010,15,8082.66,Spain,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,13.5746,545.8576,Active,2,881.01,176.202,1142.1846
12540,2011,16,10839.23,Spain,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,14.9815,685.6106,Active,2,1147.1799999999998,229.43599999999998,1230.1443000000002
12541,2011,3,841.18,Spain,SET/20 RED RETROSPOT PAPER NAPKINS ,Stationery & Office,3.5003,308.9898,Active,2,312.4,62.48,541.6315999999999
12545,2011,2,832.39,Spain,PINK PAISLEY SQUARE TISSUE BOX ,Home & Kitchen,2.3552,507.7985,Active,2,628.15,125.63,771.0684
12546,2011,2,1021.5,Spain,HANGING WOOD AND FELT FLOWER,Decorations & Craft,5.115,622.1449,Active,0,760.2,152.04000000000002,948.3786
12547,2011,2,151.79999999999998,Spain,PARTY CONES CANDY ASSORTED,Seasonal & Gifts,1.5544,96.2758,Inactive,1,159.4,31.880000000000003,131.64770000000001
12553,2011,10,3278.28,France,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,9.5813,334.6768,Active,2,700.31,140.06199999999998,566.2484
12556,2011,2,599.56,Spain,CARD MOTORBIKE SANTA,Seasonal & Gifts,3.5421,367.0165,Active,0,312.9,62.58,583.3004999999999
12557,2010,3,4772.54,Spain,BLUE 3 PIECE MINI DOTS CUTLERY SET,Seasonal & Gifts,4.6452,1743.5964,Active,2,620.0,124.0,3768.3158
12557,2011,4,11370.96,Spain,CHILDRENS CUTLERY POLKADOT PINK,Stationery & Office,3.9885,3018.1052,Active,2,3417.1200000000003,683.4240000000001,5441.3021
12559,2011,2,525.71,Germany,CHILDREN'S APRON DOLLY GIRL ,Home & Kitchen,0.3915,322.3626,Inactive,1,486.11,97.22200000000001,469.10310000000004
12560,2011,2,1918.01,Germany,POLKADOT PEN,Stationery & Office,3.9044,1164.2249,Active,0,1292.31,258.462,1807.7287000000001
12562,2011,7,3385.74,France,RABBIT NIGHT LIGHT,Home & Kitchen,10.1994,498.6813,Active,2,444.96000000000004,88.99200000000002,953.0976
12567,2010,7,3858.58,France,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,7.0508,568.2364,Active,2,1526.92,305.384,1043.2969
12567,2011,8,6882.9,France,MINI PAINT SET VINTAGE ,Decorations & Craft,8.1497,882.7191,Active,2,1236.73,247.346,1606.318
12569,2011,32,3152.69,Germany,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,37.3167,99.1952,Active,2,348.68,69.736,142.5303
12571,2011,2,519.61,France,MINI PAINT SET VINTAGE ,Decorations & Craft,4.1228,318.6742,Active,0,248.35,49.67,510.08379999999994
12572,2011,2,912.42,Germany,SAVE THE PLANET MUG,Home & Kitchen,6.9237,556.1891,Active,0,532.74,106.548,876.3633
12573,2011,1,160.54000000000002,France,"ELEPHANT, BIRTHDAY CARD, ",Seasonal & Gifts,0.0,0.0,Inactive,1,160.54000000000002,32.108000000000004,313.7778
12576,2011,5,1315.83,Poland,LARGE CHINESE STYLE SCISSOR,Stationery & Office,5.2629,276.0384,Active,2,266.85,53.370000000000005,513.6251
12577,2010,5,975.84,France,FUNKY DIVA PEN,Stationery & Office,15.9206,204.965,Active,0,195.89,39.178,438.3385
12577,2011,2,426.76,France,DOUGHNUT LIP GLOSS ,Seasonal & Gifts,7.2516,262.532,Active,0,327.89,65.578,394.15239999999994
12578,2011,2,2402.51,Italy,MINI PAINT SET VINTAGE ,Decorations & Craft,2.0432,1457.1806,Active,2,1608.66,321.732,2266.39
12580,2011,1,379.7,Germany,MINI FUNKY DESIGN TAPES,Stationery & Office,0.0,0.0,Inactive,1,415.7,83.14,734.9294
12582,2011,2,351.36,Finland,BLUE POLKADOT BEAKER ,Seasonal & Gifts,1.095,216.9409,Inactive,1,205.16,41.032000000000004,337.4732
12583,2010,12,5844.62,France,MINI PAINT SET VINTAGE ,Decorations & Craft,12.2732,495.1808,Active,2,855.86,171.17200000000003,1020.4947
12583,2011,14,5903.52,France,MINI PAINT SET VINTAGE ,Decorations & Craft,13.0509,427.6594,Active,2,730.16,146.032,762.4839
12584,2011,9,2254.15,Italy,SET OF 3 CAKE TINS PANTRY DESIGN ,Home & Kitchen,9.9214,256.474,Active,2,463.63,92.726,446.8962
12585,2010,1,1154.85,Germany,BIRTHDAY BANQUET GIFT WRAP,Seasonal & Gifts,0.0,0.0,Active,0,1262.85,252.57,2572.9950999999996
12585,2011,1,669.25,Germany,MULTI COLOUR SILVER T-LIGHT HOLDER,Home & Kitchen,0.0,0.0,Inactive,1,777.25,155.45000000000002,1286.4592
12586,2011,1,196.94000000000003,Italy,TEATIME ROUND PENCIL SHARPENER ,Stationery & Office,0.0,0.0,Active,0,196.94000000000003,39.388000000000005,384.9222
12588,2011,1,174.89999999999998,Finland,LARGE HEART MEASURING SPOONS,Seasonal & Gifts,0.0,0.0,Active,0,214.89999999999998,42.98,333.8447
12589,2011,2,574.68,France,CERAMIC STRAWBERRY CAKE MONEY BANK,Seasonal & Gifts,3.7643,351.9726,Active,0,131.5,26.3,592.7784
12591,2011,1,368.85,Italy,72 SWEETHEART FAIRY CAKE CASES,Seasonal & Gifts,0.0,0.0,Inactive,1,452.84999999999997,90.57,704.1229000000001
12592,2011,2,401.6,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,2.6197,247.3188,Active,0,231.8,46.36000000000001,386.2666
12593,2011,3,382.1,France,LUNCH BAG WOODLAND,Seasonal & Gifts,3.9559,141.4654,Active,0,236.0,47.2,227.2135
