Customer ID,Year,Frequency,Monetary_Value,Province,Best_Selling_Product,Market_Group,CLV
12422,2011,3,683.5600000000001,Australia,FRENCH LAVENDER SCENT HEART,Seasonal & Gifts,490.9134
12423,2010,3,860.01,Belgium,MINI PAINT SET VINTAGE ,Decorations & Craft,701.3939
12423,2011,7,1441.38,Belgium,RABBIT NIGHT LIGHT,Home & Kitchen,443.6392
12424,2010,2,1579.07,Australia,IVORY PAPER CUP CAKE CASES ,Home & Kitchen,1931.7509
12424,2011,2,1760.96,Australia,SET OF 3 BUTTERFLY COOKIE CUTTERS,Garden & Outdoor,1897.0074
12425,2010,1,964.21,Portugal,PLACE SETTING WHITE HEART,Seasonal & Gifts,2359.1273
12425,2011,1,777.2,Portugal,ICE CREAM PEN LIP GLOSS ,Stationery & Office,1674.4891
12426,2010,1,690.48,Germany,JAPANESE CROCHETED ANIMAL,Toys & Games,1689.3936
12426,2011,1,510.73,Germany,WRAP BAD HAIR DAY,Seasonal & Gifts,1100.3755
12427,2010,1,249.5,Germany,6 RIBBONS RUSTIC CHARM,Seasonal & Gifts,610.4503
12427,2011,2,450.3,Germany,BOYS ALPHABET IRON ON PATCHES,Seasonal & Gifts,485.0891
12428,2011,8,6405.26,Finland,CARD GINGHAM ROSE ,Stationery & Office,1725.0286
12429,2010,5,3591.51,Denmark,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,1757.4655
12429,2011,3,2250.9,Denmark,FRENCH STYLE STORAGE JAR CAFE ,Home & Kitchen,1616.5326
12431,2010,12,4493.72,Australia,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,916.2301
12431,2011,13,5608.5,Australia,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,929.5076
12432,2011,4,4359.32,Norway,RAIN PONCHO RETROSPOT,Garden & Outdoor,2348.0551
12433,2010,5,7205.39,Norway,PINK HEART SHAPE EGG FRYING PAN,Seasonal & Gifts,3525.8776
12433,2011,5,9588.75,Norway,SMALL FOLDING SCISSOR(POINTED EDGE),Stationery & Office,4131.8212
12434,2010,1,297.29,Australia,36 PENCILS TUBE RED RETROSPOT,Stationery & Office,727.3778
12434,2011,2,806.14,Australia,PARTY CONES CANDY ASSORTED,Seasonal & Gifts,868.4204
12435,2009,1,1008.0,Denmark,ROTATING SILVER ANGELS T-LIGHT HLDR,Home & Kitchen,425.4919
12435,2010,3,5088.04,Denmark,ROUND SNACK BOXES SET OF 4 FRUITS ,Home & Kitchen,4149.6263
12435,2011,2,7829.89,Denmark,RED  HARMONICA IN BOX ,Home & Kitchen,8434.8079
12437,2009,1,524.28,France,JAPANESE CROCHETED ANIMAL,Toys & Games,221.3064
12437,2010,19,6310.71,France,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,812.6515
12437,2011,18,4447.41,France,SET/6 RED SPOTTY PAPER CUPS,Home & Kitchen,532.3339
12438,2011,2,2466.85,Norway,HOUSE SHAPE PENCIL SHARPENER,Stationery & Office,2657.4327
12439,2009,1,1066.36,Cyprus,FILIGRIS HEART WITH BUTTERFLY,Seasonal & Gifts,450.1265
12439,2010,1,76.52000000000001,Cyprus,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,187.2211
12440,2009,1,488.51,Austria,BLUE  SPOTTY CUP,Home & Kitchen,206.2074
12440,2010,1,250.69,Austria,LUNCH BOX WITH CUTLERY RETROSPOT ,Home & Kitchen,613.3618
12444,2011,5,4085.46,Norway,BLUE STRIPE CERAMIC DRAWER KNOB,Seasonal & Gifts,1760.437
12445,2010,1,301.58000000000004,Spain,4 TRADITIONAL SPINNING TOPS,Seasonal & Gifts,737.8741
12445,2011,1,77.4,Spain,3 ROSE MORRIS BOXED CANDLES,Home & Kitchen,166.7595
12449,2010,1,678.6,Denmark,PACK OF 6 BIRDY GIFT TAGS,Seasonal & Gifts,1660.3269
12449,2011,4,3596.29,Belgium,RETRO PLASTIC POLKA TRAY,Home & Kitchen,1937.0652
12450,2010,3,490.32,Spain,RETRO COFFEE MUGS ASSORTED,Home & Kitchen,399.8877
12450,2011,2,197.88,Spain,LUNCH BAG DOILEY PATTERN ,Seasonal & Gifts,213.1677
12451,2010,3,3634.36,Switzerland,JACOBS LADDER SMALL,Seasonal & Gifts,2964.0561
12451,2011,5,8995.52,Switzerland,PLASTERS IN TIN WOODLAND ANIMALS,Home & Kitchen,3876.1966
12454,2010,3,12931.44,Spain,FRENCH WC SIGN BLUE METAL,Garden & Outdoor,10546.4275
12454,2011,1,3528.34,Spain,VANILLA SCENT CANDLE JEWELLED BOX,Home & Kitchen,7601.8616
12455,2009,1,1636.43,Cyprus,POLYESTER FILLER PAD 45x45cm,Stationery & Office,690.7616
12455,2010,3,1746.66,Cyprus,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,1424.5144
12455,2011,5,2339.86,Spain,HEART DECORATION PAINTED ZINC ,Seasonal & Gifts,1008.2527
12456,2011,3,2581.04,Switzerland,CHRISTMAS METAL POSTCARD WITH BELLS,Seasonal & Gifts,1853.6299
12457,2010,1,512.68,Switzerland,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,Garden & Outdoor,1254.3713
12457,2011,6,2043.23,Switzerland,JUMBO BAG APPLES,Seasonal & Gifts,733.6949
12458,2010,2,715.09,Switzerland,12 PENCIL SMALL TUBE WOODLAND,Stationery & Office,874.8034
12458,2011,2,787.4,Switzerland,DINOSAUR KEYRINGS ASSORTED,Seasonal & Gifts,848.2326
12462,2011,2,937.59,Spain,CHRISTMAS PUDDING TRINKET POT ,Seasonal & Gifts,1010.0259
12463,2011,4,1200.78,Belgium,DOLLY GIRL LUNCH BOX,Home & Kitchen,646.7746
12464,2011,8,957.05,Belgium,BREAD BIN DINER STYLE RED ,Seasonal & Gifts,257.7472
12465,2011,2,682.1899999999999,Belgium,POLKADOT PEN,Stationery & Office,734.8943
12468,2010,3,2581.2,Germany,ROUND SNACK BOXES SET OF 4 FRUITS ,Home & Kitchen,2105.1359
12468,2011,2,657.54,Germany,MINI PAINT SET VINTAGE ,Decorations & Craft,708.3399
12469,2010,2,3070.54,Thailand,ENVELOPE 50 BLOSSOM IMAGES,Stationery & Office,3756.3366
12471,2009,7,2939.22,Germany,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,177.2413
12471,2010,40,18034.99,Germany,BIG DOUGHNUT FRIDGE MAGNETS,Seasonal & Gifts,1103.1529
12471,2011,24,14125.69,Germany,FUNKY DIVA PEN,Stationery & Office,1268.0838
12472,2009,1,1196.43,Germany,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,505.031
12472,2010,12,9230.05,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,1881.9259
12472,2011,6,4544.81,Germany,GUMBALL COAT RACK,Home & Kitchen,1631.9769
12473,2011,3,2585.73,Germany,CHRISTMAS TREE PAINTED ZINC ,Seasonal & Gifts,1856.9981
12474,2010,11,4616.66,Germany,MINI PAINT SET VINTAGE ,Decorations & Craft,1026.8689
12474,2011,18,6694.09,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,801.251
12475,2010,1,396.26,Germany,MAGIC DRAWING SLATE CIRCUS PARADE  ,Toys & Games,969.5271
12475,2011,1,669.38,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,1442.1893
12476,2010,8,6433.9400000000005,Germany,LIPSTICK PEN RED,Stationery & Office,1967.7357
12476,2011,10,5885.97,Germany,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1268.1411
12477,2010,3,7056.63,Germany,SET/2 RED SPOTTY TEA TOWELS ,Home & Kitchen,5755.1392
12477,2011,6,13219.74,Germany,3 HOOK HANGER MAGIC GARDEN,Home & Kitchen,4747.0215
12480,2010,3,1949.22,Germany,RED RETROSPOT SHOPPER BAG,Garden & Outdoor,1589.7153
12480,2011,4,2885.63,Germany,SPACEBOY LUNCH BOX ,Home & Kitchen,1554.2833
12481,2010,6,6695.03,Germany,BOX OF 24 COCKTAIL PARASOLS,Home & Kitchen,2730.1154
12481,2011,8,4338.48,Germany,PLASTERS IN TIN CIRCUS PARADE ,Home & Kitchen,1168.4151
12482,2010,27,21941.72,Sweden,MINI HIGHLIGHTER PENS,Home & Kitchen,1988.3217
12483,2010,11,2158.2000000000003,Sweden,WOOLLY HAT SOCK GLOVE ADVENT STRING,Seasonal & Gifts,480.0415
12483,2011,8,1910.98,Sweden,GUMBALL COAT RACK,Home & Kitchen,514.6544
12484,2010,5,1617.78,Spain,PARTY CONES CANDY ASSORTED,Seasonal & Gifts,791.6427
12484,2011,4,3939.32,Spain,GROW A FLYTRAP OR SUNFLOWER IN TIN,Home & Kitchen,2121.8311
12488,2011,3,1244.66,France,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,893.8796
12490,2009,1,531.94,France,RED BIRD HOUSE TREE DECORATION,Seasonal & Gifts,224.5398
12490,2010,9,3372.77,France,FOOD/DRINK SPUNGE STICKERS,Stationery & Office,916.9041
12490,2011,10,4859.93,France,RABBIT NIGHT LIGHT,Home & Kitchen,1047.0792
12492,2010,1,380.0,Germany,12 PENCIL SMALL TUBE WOODLAND,Stationery & Office,929.7439
12492,2011,2,227.21,Germany,WRAP 50'S  CHRISTMAS,Seasonal & Gifts,244.7637
12493,2011,2,379.74,France,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,409.0778
12494,2010,4,523.72,France,PACK OF 12 SUKI TISSUES ,Seasonal & Gifts,320.3457
12494,2011,5,1039.55,France,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,447.9452
12496,2010,2,45.34,Spain,PORCELAIN CHERUB BELL SMALL,Seasonal & Gifts,55.4666
12497,2010,2,5043.400000000001,Germany,GARDEN PATH POCKET BOOK,Stationery & Office,6169.8294
12497,2011,1,953.1,Germany,BLUE POLKADOT WRAP,Seasonal & Gifts,2053.4683
12498,2011,3,349.70000000000005,Germany,LUNCH BAG CARS BLUE,Toys & Games,251.1447
12500,2010,7,1499.39,Germany,SET OF 12 ROSE BOTANICAL T-LIGHTS,Home & Kitchen,524.0785
12500,2011,11,4059.82,Germany,PACK OF 6 BIRDY GIFT TAGS,Seasonal & Gifts,795.1766
12502,2011,5,2995.87,Spain,FUNKY DIVA PEN,Stationery & Office,1290.9294
12504,2010,2,261.0,Germany,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,319.2936
12504,2011,2,428.05,Germany,SET/10 BLUE POLKADOT PARTY CANDLES,Seasonal & Gifts,461.1201
12507,2010,1,455.25,Spain,12 PENCILS TALL TUBE WOODLAND,Stationery & Office,1113.8577
12507,2011,3,1052.81,Spain,SET 40 HEART SHAPE PETIT FOUR CASES,Seasonal & Gifts,756.0984
12508,2011,2,397.88,France,LOVEBIRD HANGING DECORATION WHITE ,Seasonal & Gifts,428.6192
12510,2009,1,323.88,Spain,JACOBS LADDER SMALL,Seasonal & Gifts,136.7146
12510,2010,4,1900.58,Spain,JACOBS LADDER SMALL,Seasonal & Gifts,1162.5346
12510,2011,2,814.5699999999999,Spain,BLACK RECORD COVER FRAME,Home & Kitchen,877.5017
12512,2011,2,132.18,Israel,WRAP ENGLISH ROSE ,Seasonal & Gifts,142.3919
12514,2010,1,580.08,Italy,COLOURING PENCILS BROWN TUBE,Stationery & Office,1419.2785
12514,2011,1,1017.68,Italy,BIG DOUGHNUT FRIDGE MAGNETS,Seasonal & Gifts,2192.6069
12516,2010,2,1102.56,Germany,PACK OF 60 MUSHROOM CAKE CASES,Seasonal & Gifts,1348.8137
12516,2011,2,1186.06,Germany,CHRISTMAS METAL TAGS ASSORTED ,Seasonal & Gifts,1277.6921
12517,2011,4,2301.6,Germany,RED RETROSPOT CUP,Home & Kitchen,1239.708
12518,2011,5,1840.89,Germany,WRAP DOLLY GIRL,Seasonal & Gifts,793.245
12519,2010,1,349.7,Germany,PACK OF 12 RED SPOTTY TISSUES ,Garden & Outdoor,855.6091
12519,2011,1,276.84,Germany,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery & Office,596.4559
12520,2011,5,2346.26,Germany,"FEATHER PEN,HOT PINK",Stationery & Office,1011.0105
12522,2011,2,156.72,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,168.8278
12523,2009,1,74.56,France,WHITE CHRISTMAS HEART DECORATION,Seasonal & Gifts,31.4729
12523,2010,11,2236.02,France,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,497.3506
12523,2011,11,1699.77,France,WRAP  VINTAGE DOILY ,Seasonal & Gifts,332.9254
12524,2010,9,5848.39,Germany,PACK OF 12 WOODLAND TISSUES ,Seasonal & Gifts,1589.9137
12524,2011,8,3945.72,Germany,PACK OF 12 RED APPLE TISSUES,Seasonal & Gifts,1062.6391
12525,2010,3,883.73,France,RED SPOTS  WRAP ,Seasonal & Gifts,720.7392
12526,2011,3,1172.66,Germany,MAGIC DRAWING SLATE CIRCUS PARADE  ,Toys & Games,842.1713
12527,2010,2,386.8,Germany,SET/10 BLUE SPOTTY PARTY CANDLES,Seasonal & Gifts,473.1907
12527,2011,3,330.71000000000004,Germany,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,237.5066
12528,2011,6,1645.48,Germany,WRAP PINK FAIRY CAKES ,Seasonal & Gifts,590.8686
12530,2010,5,1880.98,Germany,GIRLS ALPHABET IRON ON PATCHES ,Seasonal & Gifts,920.4367
12530,2011,4,1500.28,Germany,STAR DECORATION PAINTED ZINC ,Seasonal & Gifts,808.094
12531,2010,1,1645.98,Germany,RED SPOTS  WRAP ,Seasonal & Gifts,4027.2101
12531,2011,1,125.22,Germany,POCKET MIRROR WOODLAND,Home & Kitchen,269.7884
12533,2009,1,821.92,Germany,RED SPOTS  WRAP ,Seasonal & Gifts,346.9447
12533,2010,1,401.97,Germany,WRAP GREEN RUSSIAN FOLKART ,Seasonal & Gifts,983.4978
12535,2011,2,716.35,France,CLOTHES PEGS RETROSPOT PACK 24 ,Home & Kitchen,771.6934
12538,2010,1,276.5,Spain,HOMEMADE JAM SCENTED CANDLES,Home & Kitchen,676.511
12538,2011,1,363.95,Spain,LIPSTICK PEN FUSCHIA,Stationery & Office,784.1358
12539,2009,2,5149.06,Spain,CANDLE PLATE LACE WHITE,Home & Kitchen,1086.7477
12539,2010,1,469.34,Spain,BLUE SCANDINAVIAN PAISLEY WRAP,Seasonal & Gifts,1148.3316
12539,2011,4,5568.35,Spain,JAM MAKING SET PRINTED,Decorations & Craft,2999.2735
12540,2009,1,328.6,Spain,ANTIQUE LILY FAIRY LIGHTS,Home & Kitchen,138.707
12540,2010,15,8082.66,Spain,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1318.3866
12540,2011,16,10839.23,Spain,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1459.5803
12541,2011,3,841.18,Spain,SET/20 RED RETROSPOT PAPER NAPKINS ,Stationery & Office,604.1116
12542,2010,2,481.88,Spain,SMALL FOLKART STAR CHRISTMAS DEC,Seasonal & Gifts,589.5066
12545,2011,2,832.39,Spain,PINK PAISLEY SQUARE TISSUE BOX ,Home & Kitchen,896.6984
12546,2011,2,1021.5,Spain,HANGING WOOD AND FELT FLOWER,Decorations & Craft,1100.4186
12547,2010,1,147.78,Spain,72 SWEETHEART FAIRY CAKE CASES,Seasonal & Gifts,361.5725
12547,2011,2,151.79999999999998,Spain,PARTY CONES CANDY ASSORTED,Seasonal & Gifts,163.5277
12549,2010,5,1570.68,USA,TOAST ITS - I LOVE YOU ,Seasonal & Gifts,768.5948
12553,2010,2,826.47,France,SET OF 9 BLACK SKULL BALLOONS,Toys & Games,1011.0598
12553,2011,10,3278.28,France,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,706.3104
12556,2011,2,599.56,Spain,CARD MOTORBIKE SANTA,Seasonal & Gifts,645.8805
12557,2009,1,1952.64,Spain,BLUE 3 PIECE MINI DOTS CUTLERY SET,Seasonal & Gifts,824.2386
12557,2010,3,4772.54,Spain,BLUE 3 PIECE MINI DOTS CUTLERY SET,Seasonal & Gifts,3892.3158
12557,2011,4,11370.96,Spain,CHILDRENS CUTLERY POLKADOT PINK,Stationery & Office,6124.7261
12559,2011,2,525.71,Germany,CHILDREN'S APRON DOLLY GIRL ,Home & Kitchen,566.3251
12560,2011,2,1918.01,Germany,POLKADOT PEN,Stationery & Office,2066.1907
12562,2010,2,1041.18,France,CHRISTMAS METAL TAGS ASSORTED ,Seasonal & Gifts,1273.7247
12562,2011,7,3385.74,France,RABBIT NIGHT LIGHT,Home & Kitchen,1042.0896
12567,2010,7,3858.58,France,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,1348.6809
12567,2011,8,6882.9,France,MINI PAINT SET VINTAGE ,Decorations & Craft,1853.664
12569,2011,32,3152.69,Germany,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,212.2663
