Customer ID,Year,Frequency,Monetary_Value,Province,Best_Selling_Product,Market_Group,CLV,Predicted_Purchases,Predicted_Monetary_Value,Customer_State,Cluster_Label
12386,2011,1,143.0,Australia,PORCELAIN ROSE SMALL,Seasonal & Gifts,308.0957,0.0,0.0,Inactive,1
12388,2010,2,1120.45,Australia,HANGING JAM JAR T-LIGHT HOLDER,Home & Kitchen,1370.6994,2.464,681.9756,Active,0
12388,2011,6,2780.66,Australia,STAR DECORATION PAINTED ZINC ,Seasonal & Gifts,998.4956,5.9215,480.8305,Active,2
12389,2010,3,1433.33,Australia,SET OF 3 BABUSHKA STACKING TINS,Home & Kitchen,1168.9736,3.2527,525.0734,Active,2
12391,2010,5,2285.18,Cyprus,WOODEN PICTURE FRAME WHITE FINISH,Home & Kitchen,1118.2274,4.951,478.6767,Active,2
12391,2011,1,439.66,Cyprus,PARTY TIME PENCIL ERASERS,Seasonal & Gifts,947.2541,0.0,0.0,Active,0
12393,2010,2,816.85,Australia,LUNCH BAG  BLACK SKULL.,Seasonal & Gifts,999.2912,5.3964,498.4021,Active,0
12393,2011,4,1582.6,Australia,LUNCH BAG WOODLAND,Seasonal & Gifts,852.4339,3.9324,421.1875,Active,2
12394,2011,2,1080.48,Belgium,SET OF 12 MINI LOAF BAKING CASES,Seasonal & Gifts,1163.9552,2.7218,657.8075,Active,0
12395,2010,5,2148.46,Belgium,PACK OF 60 PINK PAISLEY CAKE CASES,Stationery & Office,1051.325,6.1779,450.096,Active,2
12395,2011,10,2092.71,Belgium,CHARLOTTE BAG SUKI DESIGN,Garden & Outdoor,450.8775,10.2978,213.795,Active,2
12397,2011,2,2214.9,Belgium,CARAVAN SQUARE TISSUE BOX,Home & Kitchen,2386.0177,3.9082,1343.7411,Active,0
12399,2010,3,808.65,Belgium,MINI PAINT SET VINTAGE ,Decorations & Craft,659.5065,3.3696,297.1192,Active,2
12399,2011,4,1033.65,Belgium,MINI PAINT SET VINTAGE ,Decorations & Craft,556.7536,4.5198,275.5474,Active,0
12402,2010,5,941.3,Belgium,JUMBO BAG STRAWBERRY,Seasonal & Gifts,460.6147,5.052,197.7446,Active,2
12402,2011,1,195.6,Belgium,DOLLY GIRL LUNCH BOX,Home & Kitchen,421.4231,0.0,0.0,Inactive,1
12403,2010,1,555.6600000000001,Denmark,BLUE 3 PIECE MINI DOTS CUTLERY SET,Seasonal & Gifts,1359.5302,0.0,0.0,Active,1
12403,2011,1,391.7,Denmark,CHILDRENS CUTLERY POLKADOT PINK,Stationery & Office,843.9235,0.0,0.0,Active,0
12406,2010,3,2975.06,Denmark,INFLATABLE POLITICAL GLOBE ,Seasonal & Gifts,2426.3544,2.9279,1087.6716,Active,2
12406,2011,2,3415.3,Denmark,LUNCH BAG SUKI DESIGN ,Garden & Outdoor,3679.1576,3.215,2069.57,Active,2
12407,2011,5,1507.12,Belgium,FAIRY CAKES NOTEBOOK A7 SIZE,Stationery & Office,649.4225,5.8888,316.0268,Active,2
12408,2010,3,1287.22,Belgium,DOLLY GIRL LUNCH BOX,Home & Kitchen,1049.8113,5.6389,471.7559,Active,0
12408,2011,5,2618.55,Belgium,DOLLY GIRL LUNCH BOX,Home & Kitchen,1128.3411,5.9933,548.3663,Active,2
12409,2010,4,12346.62,Switzerland,CHINESE DRAGON PAPER LANTERNS,Stationery & Office,7552.1017,5.5192,3276.9543,Active,2
12409,2011,3,11072.67,Switzerland,PACK OF 72 RETROSPOT CAKE CASES,Garden & Outdoor,7952.0781,4.6604,4042.5991,Active,0
12410,2010,1,240.38,Switzerland,SET 12 RETRO WHITE CHALK STICKS,Seasonal & Gifts,588.1364,0.0,0.0,Active,1
12410,2011,2,533.33,Switzerland,FRENCH BATHROOM SIGN BLUE METAL,Home & Kitchen,574.5338,0.3325,326.9701,Inactive,1
12412,2010,3,1262.05,Denmark,BAG 125g SWIRLY MARBLES,Toys & Games,1029.2835,4.6952,462.571,Active,0
12412,2011,3,1142.88,Denmark,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,820.7841,4.9443,419.0843,Active,0
12413,2010,1,185.35,Spain,PAPER BUNTING RETROSPOT,Home & Kitchen,453.4948,0.0,0.0,Active,0
12413,2011,3,686.1,France,JUMBO BAG RED RETROSPOT,Garden & Outdoor,492.7376,2.9826,252.3991,Active,2
12414,2010,1,90.0,Austria,BROCADE RING PURSE ,Seasonal & Gifts,220.2025,0.0,0.0,Active,0
12414,2011,3,442.41,Austria,12 PENCILS SMALL TUBE RED RETROSPOT,Stationery & Office,317.7263,2.3579,163.4733,Inactive,1
12415,2010,4,19468.84,Australia,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,11908.5757,6.5414,5166.5271,Active,2
12415,2011,20,124564.53,Australia,MINI PAINT SET VINTAGE ,Decorations & Craft,13418.8077,18.3856,6285.6822,Active,3
12417,2009,2,287.6,Belgium,PACK OF 72 RETRO SPOT CAKE CASES,Garden & Outdoor,60.7001,9.6159,178.3881,Active,0
12417,2010,10,2746.05,Belgium,WRAP ENGLISH ROSE ,Seasonal & Gifts,671.8745,9.1203,280.4102,Active,2
12417,2011,8,2964.76,Belgium,WRAP ENGLISH ROSE ,Seasonal & Gifts,798.4525,7.9589,380.5345,Active,2
12418,2010,3,1352.62,Switzerland,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,1103.1492,3.4654,495.6212,Active,2
12418,2011,1,668.58,Switzerland,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,1440.4657,0.0,0.0,Active,0
12419,2010,2,391.01,Spain,PINK FLUFFY CHRISTMAS DECORATION,Seasonal & Gifts,478.341,5.882,240.9155,Active,0
12421,2010,2,235.56,Spain,CARD CHRISTMAS VILLAGE,Seasonal & Gifts,288.1717,3.3806,146.9218,Active,0
12421,2011,4,639.04,Spain,LOVE HEART TRINKET POT,Seasonal & Gifts,344.2053,4.1345,170.8547,Active,2
12422,2009,1,75.0,Australia,"CHARLOTTE BAG , SUKI DESIGN",Garden & Outdoor,31.6586,0.0,0.0,Active,0
12422,2010,8,2880.79,Switzerland,GIRLS ALPHABET IRON ON PATCHES ,Seasonal & Gifts,881.0517,8.026,369.7721,Active,2
12422,2011,3,683.5600000000001,Australia,FRENCH LAVENDER SCENT HEART,Seasonal & Gifts,490.9134,3.0287,251.4721,Active,2
12423,2010,3,860.01,Belgium,MINI PAINT SET VINTAGE ,Decorations & Craft,701.3939,6.7935,315.8612,Active,0
12423,2011,7,1441.38,Belgium,RABBIT NIGHT LIGHT,Home & Kitchen,443.6392,7.541,212.6649,Active,2
12424,2010,2,1579.07,Australia,IVORY PAPER CUP CAKE CASES ,Home & Kitchen,1931.7509,2.8533,959.2829,Active,0
12424,2011,2,1760.96,Australia,SET OF 3 BUTTERFLY COOKIE CUTTERS,Garden & Outdoor,1897.0074,1.3844,1069.2637,Active,1
12425,2010,1,964.21,Portugal,PLACE SETTING WHITE HEART,Seasonal & Gifts,2359.1273,0.0,0.0,Active,0
12425,2011,1,777.2,Portugal,ICE CREAM PEN LIP GLOSS ,Stationery & Office,1674.4891,0.0,0.0,Active,0
12426,2010,1,690.48,Germany,JAPANESE CROCHETED ANIMAL,Toys & Games,1689.3936,0.0,0.0,Inactive,1
12426,2011,1,510.73,Germany,WRAP BAD HAIR DAY,Seasonal & Gifts,1100.3755,0.0,0.0,Inactive,1
12427,2010,1,249.5,Germany,6 RIBBONS RUSTIC CHARM,Seasonal & Gifts,610.4503,0.0,0.0,Active,0
12427,2011,2,450.3,Germany,BOYS ALPHABET IRON ON PATCHES,Seasonal & Gifts,485.0891,6.2964,276.7655,Active,0
12428,2011,8,6405.26,Finland,CARD GINGHAM ROSE ,Stationery & Office,1725.0286,8.7276,821.5004,Active,2
12429,2010,5,3591.51,Denmark,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,1757.4655,7.494,751.7593,Active,2
12429,2011,3,2250.9,Denmark,FRENCH STYLE STORAGE JAR CAFE ,Home & Kitchen,1616.5326,4.1546,823.4158,Active,2
12431,2010,12,4493.72,Australia,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,916.2301,11.0662,380.8061,Active,2
12431,2011,13,5608.5,Australia,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,929.5076,12.7684,438.0507,Active,2
12432,2011,4,4359.32,Norway,RAIN PONCHO RETROSPOT,Garden & Outdoor,2348.0551,6.6188,1157.87,Active,0
12433,2010,5,7205.39,Norway,PINK HEART SHAPE EGG FRYING PAN,Seasonal & Gifts,3525.8776,10.2519,1507.2249,Active,0
12433,2011,5,9588.75,Norway,SMALL FOLDING SCISSOR(POINTED EDGE),Stationery & Office,4131.8212,12.6453,2005.4557,Active,0
12434,2010,1,297.29,Australia,36 PENCILS TUBE RED RETROSPOT,Stationery & Office,727.3778,0.0,0.0,Active,0
12434,2011,2,806.14,Australia,PARTY CONES CANDY ASSORTED,Seasonal & Gifts,868.4204,2.3269,491.9263,Active,2
12435,2009,1,1008.0,Denmark,ROTATING SILVER ANGELS T-LIGHT HLDR,Home & Kitchen,425.4919,0.0,0.0,Active,0
12435,2010,3,5088.04,Denmark,ROUND SNACK BOXES SET OF 4 FRUITS ,Home & Kitchen,4149.6263,3.4223,1858.7265,Active,2
12435,2011,2,7829.89,Denmark,RED  HARMONICA IN BOX ,Home & Kitchen,8434.8079,2.2925,4738.8773,Active,2
12437,2009,1,524.28,France,JAPANESE CROCHETED ANIMAL,Toys & Games,221.3064,0.0,0.0,Active,0
12437,2010,19,6310.71,France,WORLD WAR 2 GLIDERS ASSTD DESIGNS,Garden & Outdoor,812.6515,17.2708,335.5756,Active,2
12437,2011,18,4447.41,France,SET/6 RED SPOTTY PAPER CUPS,Home & Kitchen,532.3339,16.9384,249.8404,Active,2
12438,2011,2,2466.85,Norway,HOUSE SHAPE PENCIL SHARPENER,Stationery & Office,2657.4327,3.9257,1496.0842,Active,0
12439,2009,1,1066.36,Cyprus,FILIGRIS HEART WITH BUTTERFLY,Seasonal & Gifts,450.1265,0.0,0.0,Active,0
12439,2010,1,76.52000000000001,Cyprus,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,187.2211,0.0,0.0,Inactive,1
12440,2009,1,488.51,Austria,BLUE  SPOTTY CUP,Home & Kitchen,206.2074,0.0,0.0,Active,0
12440,2010,1,250.69,Austria,LUNCH BOX WITH CUTLERY RETROSPOT ,Home & Kitchen,613.3618,0.0,0.0,Active,0
12444,2011,5,4085.46,Norway,BLUE STRIPE CERAMIC DRAWER KNOB,Seasonal & Gifts,1760.437,8.2742,855.0173,Active,2
12445,2010,1,301.58000000000004,Spain,4 TRADITIONAL SPINNING TOPS,Seasonal & Gifts,737.8741,0.0,0.0,Active,0
12445,2011,1,77.4,Spain,3 ROSE MORRIS BOXED CANDLES,Home & Kitchen,166.7595,0.0,0.0,Active,0
12449,2010,1,678.6,Denmark,PACK OF 6 BIRDY GIFT TAGS,Seasonal & Gifts,1660.3269,0.0,0.0,Active,0
12449,2011,4,3596.29,Belgium,RETRO PLASTIC POLKA TRAY,Home & Kitchen,1937.0652,6.2869,955.433,Active,2
12450,2010,3,490.32,Spain,RETRO COFFEE MUGS ASSORTED,Home & Kitchen,399.8877,6.2476,180.9563,Active,0
12450,2011,2,197.88,Spain,LUNCH BAG DOILEY PATTERN ,Seasonal & Gifts,213.1677,1.7637,124.1383,Active,1
12451,2010,3,3634.36,Switzerland,JACOBS LADDER SMALL,Seasonal & Gifts,2964.0561,4.3405,1328.259,Active,0
12451,2011,5,8995.52,Switzerland,PLASTERS IN TIN WOODLAND ANIMALS,Home & Kitchen,3876.1966,5.016,1881.4436,Active,2
12454,2010,3,12931.44,Spain,FRENCH WC SIGN BLUE METAL,Garden & Outdoor,10546.4275,8.5743,4720.8895,Active,0
12454,2011,1,3528.34,Spain,VANILLA SCENT CANDLE JEWELLED BOX,Home & Kitchen,7601.8616,0.0,0.0,Active,0
12455,2009,1,1636.43,Cyprus,POLYESTER FILLER PAD 45x45cm,Stationery & Office,690.7616,0.0,0.0,Active,0
12455,2010,3,1746.66,Cyprus,WHITE HANGING HEART T-LIGHT HOLDER,Seasonal & Gifts,1424.5144,3.4355,639.4118,Active,2
12455,2011,5,2339.86,Spain,HEART DECORATION PAINTED ZINC ,Seasonal & Gifts,1008.2527,5.3069,490.1074,Active,2
12456,2011,3,2581.04,Switzerland,CHRISTMAS METAL POSTCARD WITH BELLS,Seasonal & Gifts,1853.6299,3.7617,943.8884,Active,2
12457,2010,1,512.68,Switzerland,BLUE CHARLIE+LOLA PERSONAL DOORSIGN,Garden & Outdoor,1254.3713,0.0,0.0,Active,0
12457,2011,6,2043.23,Switzerland,JUMBO BAG APPLES,Seasonal & Gifts,733.6949,7.4715,353.5183,Active,2
12458,2010,2,715.09,Switzerland,12 PENCIL SMALL TUBE WOODLAND,Stationery & Office,874.8034,3.4788,436.8724,Active,0
12458,2011,2,787.4,Switzerland,DINOSAUR KEYRINGS ASSORTED,Seasonal & Gifts,848.2326,2.2111,480.595,Active,2
12462,2011,2,937.59,Spain,CHRISTMAS PUDDING TRINKET POT ,Seasonal & Gifts,1010.0259,2.1947,571.4083,Active,2
12463,2011,4,1200.78,Belgium,DOLLY GIRL LUNCH BOX,Home & Kitchen,646.7746,5.107,319.8881,Active,2
12464,2011,8,957.05,Belgium,BREAD BIN DINER STYLE RED ,Seasonal & Gifts,257.7472,8.1668,123.208,Active,2
12465,2011,2,682.1899999999999,Belgium,POLKADOT PEN,Stationery & Office,734.8943,3.4374,416.9792,Active,0
12468,2010,3,2581.2,Germany,ROUND SNACK BOXES SET OF 4 FRUITS ,Home & Kitchen,2105.1359,2.7176,943.9467,Active,1
12468,2011,2,657.54,Germany,MINI PAINT SET VINTAGE ,Decorations & Craft,708.3399,1.6375,402.0744,Inactive,1
12469,2010,2,3070.54,Thailand,ENVELOPE 50 BLOSSOM IMAGES,Stationery & Office,3756.3366,1.4758,1861.1088,Active,1
12471,2009,7,2939.22,Germany,STRAWBERRY CERAMIC TRINKET BOX,Home & Kitchen,177.2413,33.6453,432.9981,Active,0
12471,2010,40,18034.99,Germany,BIG DOUGHNUT FRIDGE MAGNETS,Seasonal & Gifts,1103.1529,35.7424,452.9803,Active,2
12471,2011,24,14125.69,Germany,FUNKY DIVA PEN,Stationery & Office,1268.0838,22.525,593.1958,Active,2
12472,2009,1,1196.43,Germany,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,505.031,0.0,0.0,Active,0
12472,2010,12,9230.05,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,1881.9259,11.741,781.8099,Active,2
12472,2011,6,4544.81,Germany,GUMBALL COAT RACK,Home & Kitchen,1631.9769,6.0431,785.3986,Active,2
12473,2011,3,2585.73,Germany,CHRISTMAS TREE PAINTED ZINC ,Seasonal & Gifts,1856.9981,4.6354,945.5998,Active,0
12474,2010,11,4616.66,Germany,MINI PAINT SET VINTAGE ,Decorations & Craft,1026.8689,10.8586,427.4663,Active,2
12474,2011,18,6694.09,Germany,WOODLAND CHARLOTTE BAG,Seasonal & Gifts,801.251,16.9469,375.9398,Active,2
12475,2010,1,396.26,Germany,MAGIC DRAWING SLATE CIRCUS PARADE  ,Toys & Games,969.5271,0.0,0.0,Active,0
12475,2011,1,669.38,Germany,POPART WOODEN PENCILS ASST,Stationery & Office,1442.1893,0.0,0.0,Active,0
12476,2010,8,6433.9400000000005,Germany,LIPSTICK PEN RED,Stationery & Office,1967.7357,14.1726,825.1763,Active,2
12476,2011,10,5885.97,Germany,ASSORTED COLOUR BIRD ORNAMENT,Decorations & Craft,1268.1411,10.0042,600.5591,Active,2
12477,2010,3,7056.63,Germany,SET/2 RED SPOTTY TEA TOWELS ,Home & Kitchen,5755.1392,3.5575,2577.0917,Active,2
12477,2011,6,13219.74,Germany,3 HOOK HANGER MAGIC GARDEN,Home & Kitchen,4747.0215,6.3168,2283.0645,Active,2
12480,2010,3,1949.22,Germany,RED RETROSPOT SHOPPER BAG,Garden & Outdoor,1589.7153,5.3593,713.3287,Active,0
12480,2011,4,2885.63,Germany,SPACEBOY LUNCH BOX ,Home & Kitchen,1554.2833,3.9504,766.8901,Active,2
12481,2010,6,6695.03,Germany,BOX OF 24 COCKTAIL PARASOLS,Home & Kitchen,2730.1154,7.2237,1156.619,Active,2
12481,2011,8,4338.48,Germany,PLASTERS IN TIN CIRCUS PARADE ,Home & Kitchen,1168.4151,7.5825,556.603,Active,2
12482,2010,27,21941.72,Sweden,MINI HIGHLIGHTER PENS,Home & Kitchen,1988.3217,0.0,818.2462,Inactive,2
12483,2010,11,2158.2000000000003,Sweden,WOOLLY HAT SOCK GLOVE ADVENT STRING,Seasonal & Gifts,480.0415,10.5524,200.0335,Active,2
12483,2011,8,1910.98,Sweden,GUMBALL COAT RACK,Home & Kitchen,514.6544,7.5527,245.4724,Active,2
12484,2010,5,1617.78,Spain,PARTY CONES CANDY ASSORTED,Seasonal & Gifts,791.6427,4.6432,339.1597,Active,2
12484,2011,4,3939.32,Spain,GROW A FLYTRAP OR SUNFLOWER IN TIN,Home & Kitchen,2121.8311,3.9457,1046.4412,Active,2
12488,2011,3,1244.66,France,RED TOADSTOOL LED NIGHT LIGHT,Home & Kitchen,893.8796,8.6574,456.2252,Active,0
12490,2009,1,531.94,France,RED BIRD HOUSE TREE DECORATION,Seasonal & Gifts,224.5398,0.0,0.0,Active,0
12490,2010,9,3372.77,France,FOOD/DRINK SPUNGE STICKERS,Stationery & Office,916.9041,8.699,383.5137,Active,2
12490,2011,10,4859.93,France,RABBIT NIGHT LIGHT,Home & Kitchen,1047.0792,9.5843,495.9432,Active,2
12492,2010,1,380.0,Germany,12 PENCIL SMALL TUBE WOODLAND,Stationery & Office,929.7439,0.0,0.0,Active,0
12492,2011,2,227.21,Germany,WRAP 50'S  CHRISTMAS,Seasonal & Gifts,244.7637,4.1712,141.8729,Active,0
12493,2011,2,379.74,France,ASSORTED COLOURS SILK FAN,Seasonal & Gifts,409.0778,1.7379,234.101,Active,1
12494,2010,4,523.72,France,PACK OF 12 SUKI TISSUES ,Seasonal & Gifts,320.3457,5.464,140.2595,Active,2
12494,2011,5,1039.55,France,60 CAKE CASES DOLLY GIRL DESIGN,Garden & Outdoor,447.9452,5.415,218.2833,Active,2
12496,2010,2,45.34,Spain,PORCELAIN CHERUB BELL SMALL,Seasonal & Gifts,55.4666,0.4664,31.9041,Inactive,1
12497,2010,2,5043.400000000001,Germany,GARDEN PATH POCKET BOOK,Stationery & Office,6169.8294,2.2024,3054.01,Active,2
12497,2011,1,953.1,Germany,BLUE POLKADOT WRAP,Seasonal & Gifts,2053.4683,0.0,0.0,Active,0
12498,2011,3,349.70000000000005,Germany,LUNCH BAG CARS BLUE,Toys & Games,251.1447,9.8237,129.6422,Active,0
12500,2010,7,1499.39,Germany,SET OF 12 ROSE BOTANICAL T-LIGHTS,Home & Kitchen,524.0785,6.7551,221.1982,Active,2
12500,2011,11,4059.82,Germany,PACK OF 6 BIRDY GIFT TAGS,Seasonal & Gifts,795.1766,10.3778,375.9528,Active,2
12502,2011,5,2995.87,Spain,FUNKY DIVA PEN,Stationery & Office,1290.9294,5.0605,627.2433,Active,2
12504,2010,2,261.0,Germany,60 TEATIME FAIRY CAKE CASES,Seasonal & Gifts,319.2936,2.4791,162.3042,Active,2
12504,2011,2,428.05,Germany,SET/10 BLUE POLKADOT PARTY CANDLES,Seasonal & Gifts,461.1201,8.3024,263.312,Active,0
12507,2010,1,455.25,Spain,12 PENCILS TALL TUBE WOODLAND,Stationery & Office,1113.8577,0.0,0.0,Inactive,1
12507,2011,3,1052.81,Spain,SET 40 HEART SHAPE PETIT FOUR CASES,Seasonal & Gifts,756.0984,3.1072,386.2165,Active,2
12508,2011,2,397.88,France,LOVEBIRD HANGING DECORATION WHITE ,Seasonal & Gifts,428.6192,8.0387,245.0695,Active,0
